point cloud with 27330 points in dimension 2
value range: [0,0.848495]
distance matrix with 27330 points, using threshold at enclosing radius 0.424631
persistence intervals in dim 0:
 [0,5.96046e-08)
 [0,5.96046e-08)
 [0,5.96046e-08)
 [0,5.96046e-08)
 [0,5.96046e-08)
 [0,5.96046e-08)
 [0,5.96046e-08)
 [0,5.96046e-08)
 [0,5.96046e-08)
 [0,5.96046e-08)
 [0,5.96046e-08)
 [0,1.19209e-07)
 [0,1.19209e-07)
 [0,1.19209e-07)
 [0,1.19209e-07)
 [0,1.19209e-07)
 [0,1.19209e-07)
 [0,1.19209e-07)
 [0,1.19209e-07)
 [0,1.19209e-07)
 [0,1.19209e-07)
 [0,1.19209e-07)
 [0,1.78814e-07)
 [0,1.78814e-07)
 [0,1.78814e-07)
 [0,1.78814e-07)
 [0,1.78814e-07)
 [0,1.78814e-07)
 [0,1.78814e-07)
 [0,1.78814e-07)
 [0,2.38419e-07)
 [0,2.38419e-07)
 [0,2.38419e-07)
 [0,2.38419e-07)
 [0,2.38419e-07)
 [0,2.38419e-07)
 [0,2.38419e-07)
 [0,2.38419e-07)
 [0,2.38419e-07)
 [0,2.38419e-07)
 [0,2.38419e-07)
 [0,2.98023e-07)
 [0,2.98023e-07)
 [0,2.98023e-07)
 [0,2.98023e-07)
 [0,2.98023e-07)
 [0,2.98023e-07)
 [0,2.98023e-07)
 [0,2.98023e-07)
 [0,3.57628e-07)
 [0,3.57628e-07)
 [0,3.57628e-07)
 [0,3.57628e-07)
 [0,3.57628e-07)
 [0,3.57628e-07)
 [0,3.57628e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.17232e-07)
 [0,4.76837e-07)
 [0,4.76837e-07)
 [0,4.76837e-07)
 [0,4.76837e-07)
 [0,5.36442e-07)
 [0,5.36442e-07)
 [0,5.36442e-07)
 [0,5.36442e-07)
 [0,5.36442e-07)
 [0,5.36442e-07)
 [0,5.36442e-07)
