point cloud with 1241 points in dimension 2
value range: [0,0.848301]
distance matrix with 1241 points, using threshold at enclosing radius 0.426592
persistence intervals in dim 0:
 [0,1.78814e-06)
 [0,2.563e-06)
 [0,2.6226e-06)
 [0,2.6226e-06)
 [0,4.05312e-06)
 [0,4.17232e-06)
 [0,4.17232e-06)
 [0,4.23193e-06)
 [0,4.52995e-06)
 [0,4.70877e-06)
 [0,5.42402e-06)
 [0,6.19888e-06)
 [0,6.19888e-06)
 [0,6.49691e-06)
 [0,7.09295e-06)
 [0,7.62939e-06)
 [0,8.34465e-06)
 [0,8.82149e-06)
 [0,9.77516e-06)
 [0,9.83477e-06)
 [0,1.03712e-05)
 [0,1.09673e-05)
 [0,1.18017e-05)
 [0,1.18017e-05)
 [0,1.3411e-05)
 [0,1.44541e-05)
 [0,1.53184e-05)
 [0,1.53184e-05)
 [0,1.60336e-05)
 [0,1.8239e-05)
 [0,1.86563e-05)
 [0,1.96099e-05)
 [0,2.08616e-05)
 [0,2.12193e-05)
 [0,2.12193e-05)
 [0,2.21133e-05)
 [0,2.41399e-05)
 [0,2.44975e-05)
 [0,2.45571e-05)
 [0,2.65837e-05)
 [0,2.67625e-05)
 [0,2.67625e-05)
 [0,2.72393e-05)
 [0,2.72989e-05)
 [0,2.75373e-05)
 [0,2.81334e-05)
 [0,2.87294e-05)
 [0,2.90275e-05)
 [0,2.90871e-05)
 [0,3.05176e-05)
 [0,3.16501e-05)
 [0,3.24845e-05)
 [0,3.32594e-05)
 [0,3.35574e-05)
 [0,3.43323e-05)
 [0,3.58224e-05)
 [0,3.62992e-05)
 [0,3.62992e-05)
 [0,3.69549e-05)
 [0,3.72529e-05)
 [0,3.77595e-05)
 [0,3.80874e-05)
 [0,3.86238e-05)
 [0,3.88622e-05)
 [0,3.89814e-05)
 [0,3.95179e-05)
 [0,3.96371e-05)
 [0,3.98159e-05)
 [0,4.11272e-05)
 [0,4.21107e-05)
 [0,4.32134e-05)
 [0,4.34518e-05)
 [0,4.37498e-05)
 [0,4.42564e-05)
 [0,4.48227e-05)
 [0,4.63128e-05)
 [0,4.65512e-05)
 [0,4.70281e-05)
 [0,4.72069e-05)
 [0,4.83394e-05)
 [0,5.10812e-05)
 [0,5.22733e-05)
 [0,5.24521e-05)
 [0,5.3823e-05)
 [0,5.3823e-05)
 [0,5.39422e-05)
 [0,5.41806e-05)
 [0,5.42402e-05)
 [0,5.44786e-05)
 [0,5.45382e-05)
 [0,5.50151e-05)
 [0,5.56111e-05)
 [0,5.57899e-05)
 [0,5.59092e-05)
 [0,5.79357e-05)
 [0,5.82933e-05)
 [0,5.84126e-05)
 [0,5.8651e-05)
 [0,5.98431e-05)
 [0,6.06179e-05)
