point cloud with 31233 points in dimension 3
value range: [0.0128063,156.727]
sparse distance matrix with 31233 points and 27894/487750144 entries
persistence intervals in dim 0:
 [0,0.0128063)
 [0,0.0144221)
 [0,0.025)
 [0,0.0254951)
 [0,0.0418809)
 [0,0.0943662)
 [0,0.104547)
 [0,0.108231)
 [0,0.131484)
 [0,0.134406)
 [0,0.147105)
 [0,0.149897)
 [0,0.15297)
 [0,0.153235)
 [0,0.157889)
 [0,0.158382)
 [0,0.160162)
 [0,0.160431)
 [0,0.161003)
 [0,0.161772)
 [0,0.161969)
 [0,0.163404)
 [0,0.164794)
 [0,0.168505)
 [0,0.169145)
 [0,0.17)
 [0,0.171898)
 [0,0.172012)
 [0,0.172285)
 [0,0.174195)
 [0,0.174316)
 [0,0.175191)
 [0,0.179602)
 [0,0.181463)
 [0,0.181797)
 [0,0.182201)
 [0,0.183098)
 [0,0.184049)
 [0,0.186454)
 [0,0.187003)
 [0,0.187971)
 [0,0.190168)
 [0,0.190213)
 [0,0.190276)
 [0,0.190633)
 [0,0.191909)
 [0,0.192083)
 [0,0.193228)
 [0,0.194987)
 [0,0.195021)
 [0,0.19531)
 [0,0.195533)
 [0,0.195576)
 [0,0.196217)
 [0,0.196652)
 [0,0.196977)
 [0,0.198806)
 [0,0.201201)
 [0,0.201804)
 [0,0.202)
 [0,0.202608)
 [0,0.202647)
 [0,0.203)
 [0,0.20363)
 [0,0.205039)
 [0,0.205061)
 [0,0.205767)
 [0,0.206874)
 [0,0.207)
 [0,0.207135)
 [0,0.208435)
 [0,0.208569)
 [0,0.2086)
 [0,0.210202)
 [0,0.210487)
 [0,0.210858)
 [0,0.211684)
 [0,0.212438)
 [0,0.213265)
 [0,0.21349)
 [0,0.213572)
 [0,0.21422)
 [0,0.215188)
 [0,0.215188)
 [0,0.215342)
 [0,0.215928)
 [0,0.216271)
 [0,0.216412)
 [0,0.216511)
 [0,0.216898)
 [0,0.217681)
 [0,0.217706)
 [0,0.217807)
 [0,0.21783)
 [0,0.218037)
 [0,0.218332)
 [0,0.219493)
 [0,0.219718)
 [0,0.219866)
 [0,0.220239)
 [0,0.220384)
 [0,0.220495)
 [0,0.22064)
 [0,0.220989)
 [0,0.22107)
 [0,0.221226)
 [0,0.222092)
 [0,0.222639)
 [0,0.223034)
 [0,0.223379)
 [0,0.223573)
 [0,0.224511)
 [0,0.224758)
 [0,0.224758)
 [0,0.225539)
 [0,0.225675)
 [0,0.226)
 [0,0.226259)
 [0,0.226367)
 [0,0.226808)
 [0,0.227772)
 [0,0.228022)
 [0,0.228127)
 [0,0.22832)
 [0,0.228327)
 [0,0.228965)
 [0,0.229264)
 [0,0.229682)
 [0,0.229943)
 [0,0.230009)
 [0,0.231164)
 [0,0.231173)
 [0,0.23132)
 [0,0.231525)
 [0,0.231821)
 [0,0.231873)
 [0,0.232011)
 [0,0.232138)
 [0,0.232594)
 [0,0.232596)
 [0,0.233138)
 [0,0.233259)
 [0,0.233266)
 [0,0.233311)
 [0,0.233437)
 [0,0.235213)
 [0,0.235274)
 [0,0.235342)
 [0,0.235468)
 [0,0.235552)
 [0,0.236457)
 [0,0.237008)
 [0,0.237124)
 [0,0.23732)
 [0,0.237394)
 [0,0.237497)
 [0,0.237539)
 [0,0.238019)
 [0,0.238201)
 [0,0.23843)
 [0,0.238918)
 [0,0.239015)
 [0,0.239341)
 [0,0.239635)
 [0,0.239871)
 [0,0.24001)
 [0,0.24015)
 [0,0.240354)
 [0,0.24042)
 [0,0.240651)
 [0,0.240707)
 [0,0.240876)
 [0,0.241118)
 [0,0.241124)
 [0,0.241268)
 [0,0.241448)
 [0,0.241588)
 [0,0.241814)
 [0,0.241961)
 [0,0.242019)
 [0,0.242396)
 [0,0.242887)
 [0,0.243016)
 [0,0.243206)
 [0,0.243296)
 [0,0.243393)
 [0,0.243403)
 [0,0.243403)
 [0,0.243577)
 [0,0.244049)
 [0,0.244131)
 [0,0.244168)
 [0,0.244205)
 [0,0.244248)
 [0,0.244346)
 [0,0.244387)
 [0,0.244403)
 [0,0.244463)
 [0,0.244624)
 [0,0.244806)
 [0,0.244902)
 [0,0.24492)
 [0,0.245349)
 [0,0.24554)
 [0,0.245967)
 [0,0.246814)
 [0,0.246856)
 [0,0.24733)
 [0,0.247397)
 [0,0.247518)
 [0,0.247633)
 [0,0.247736)
 [0,0.248099)
 [0,0.248212)
 [0,0.248278)
 [0,0.24852)
 [0,0.248845)
 [0,0.248888)
 [0,0.249393)
 [0,0.249618)
 [0,0.24965)
 [0,0.250218)
 [0,0.250288)
 [0,0.250416)
 [0,0.250567)
 [0,0.250689)
 [0,0.251813)
 [0,0.251873)
 [0,0.252002)
 [0,0.252052)
 [0,0.252071)
 [0,0.25221)
 [0,0.252438)
 [0,0.252492)
 [0,0.252668)
 [0,0.252715)
 [0,0.252769)
 [0,0.252871)
 [0,0.253355)
 [0,0.253728)
 [0,0.25397)
 [0,0.254283)
 [0,0.254326)
 [0,0.254566)
 [0,0.2547)
 [0,0.254943)
 [0,0.255163)
 [0,0.255227)
 [0,0.255331)
 [0,0.255368)
 [0,0.255441)
 [0,0.255525)
 [0,0.255548)
 [0,0.255926)
 [0,0.256031)
 [0,0.256143)
 [0,0.256164)
 [0,0.256205)
 [0,0.256236)
 [0,0.256312)
 [0,0.256673)
 [0,0.256846)
 [0,0.25686)
 [0,0.257171)
 [0,0.257235)
 [0,0.258056)
 [0,0.258056)
 [0,0.258118)
 [0,0.258234)
 [0,0.258304)
 [0,0.258443)
 [0,0.25855)
 [0,0.258805)
 [0,0.258907)
 [0,0.258907)
 [0,0.259124)
 [0,0.25917)
 [0,0.259307)
 [0,0.259401)
 [0,0.259788)
 [0,0.259925)
 [0,0.260219)
 [0,0.26025)
 [0,0.260325)
 [0,0.260417)
 [0,0.260619)
 [0,0.260969)
 [0,0.261008)
 [0,0.261629)
 [0,0.261767)
 [0,0.261842)
 [0,0.262269)
 [0,0.262488)
 [0,0.262498)
 [0,0.262772)
 [0,0.263008)
 [0,0.26303)
 [0,0.263036)
 [0,0.263097)
 [0,0.26323)
 [0,0.263287)
 [0,0.263427)
 [0,0.263473)
 [0,0.26353)
 [0,0.263866)
 [0,0.263894)
 [0,0.263947)
 [0,0.264047)
 [0,0.264055)
 [0,0.264169)
 [0,0.2642)
 [0,0.264282)
 [0,0.264367)
 [0,0.264462)
 [0,0.264622)
 [0,0.265277)
 [0,0.265505)
 [0,0.265707)
 [0,0.265746)
 [0,0.265754)
 [0,0.265819)
 [0,0.265932)
 [0,0.266054)
 [0,0.266152)
 [0,0.26658)
 [0,0.266738)
 [0,0.266811)
 [0,0.26685)
 [0,0.267007)
 [0,0.267097)
 [0,0.267187)
 [0,0.26732)
 [0,0.267442)
 [0,0.267589)
 [0,0.267686)
 [0,0.267755)
 [0,0.267793)
 [0,0.267858)
 [0,0.267867)
 [0,0.268017)
 [0,0.268024)
 [0,0.268198)
 [0,0.268486)
 [0,0.268793)
 [0,0.268812)
 [0,0.268972)
 [0,0.269017)
 [0,0.269082)
 [0,0.269106)
 [0,0.269119)
 [0,0.269225)
 [0,0.269236)
 [0,0.269245)
 [0,0.269386)
 [0,0.269462)
 [0,0.269536)
 [0,0.269537)
 [0,0.269652)
 [0,0.269742)
 [0,0.269804)
 [0,0.270091)
 [0,0.270237)
 [0,0.270416)
 [0,0.27044)
 [0,0.270513)
 [0,0.270559)
 [0,0.270601)
 [0,0.270647)
 [0,0.270703)
 [0,0.270897)
 [0,0.271007)
 [0,0.27119)
 [0,0.271249)
 [0,0.27128)
 [0,0.271533)
 [0,0.271603)
 [0,0.271827)
 [0,0.271884)
 [0,0.27193)
 [0,0.272117)
 [0,0.272265)
 [0,0.272617)
 [0,0.272855)
 [0,0.272888)
 [0,0.273233)
 [0,0.273386)
 [0,0.273386)
 [0,0.273541)
 [0,0.273629)
 [0,0.273936)
 [0,0.274171)
 [0,0.274432)
 [0,0.274591)
 [0,0.274614)
 [0,0.274643)
 [0,0.275007)
 [0,0.275045)
 [0,0.275118)
 [0,0.275224)
 [0,0.275378)
 [0,0.275436)
 [0,0.275523)
 [0,0.275688)
 [0,0.27577)
 [0,0.275772)
 [0,0.275902)
 [0,0.276045)
 [0,0.276091)
 [0,0.276328)
 [0,0.276342)
 [0,0.276355)
 [0,0.276384)
 [0,0.276407)
 [0,0.276725)
 [0,0.27674)
 [0,0.276847)
 [0,0.277074)
 [0,0.277078)
 [0,0.277087)
 [0,0.277137)
 [0,0.2772)
 [0,0.277308)
 [0,0.277318)
 [0,0.277354)
 [0,0.277397)
 [0,0.277406)
 [0,0.277411)
 [0,0.277478)
 [0,0.277483)
 [0,0.277596)
 [0,0.277606)
 [0,0.277705)
 [0,0.277714)
 [0,0.277721)
 [0,0.277894)
 [0,0.277966)
 [0,0.277982)
 [0,0.278167)
 [0,0.278167)
 [0,0.278173)
 [0,0.278173)
 [0,0.278218)
 [0,0.278259)
 [0,0.278289)
 [0,0.278347)
 [0,0.278491)
 [0,0.278568)
 [0,0.278857)
 [0,0.278916)
 [0,0.278988)
 [0,0.279007)
 [0,0.279088)
 [0,0.2791)
 [0,0.279315)
 [0,0.279466)
 [0,0.279886)
 [0,0.28008)
 [0,0.280401)
 [0,0.280418)
 [0,0.280589)
 [0,0.280615)
 [0,0.280631)
 [0,0.280765)
 [0,0.280801)
 [0,0.281087)
 [0,0.281114)
 [0,0.281128)
 [0,0.28122)
 [0,0.281301)
 [0,0.28132)
 [0,0.281642)
 [0,0.281689)
 [0,0.281754)
 [0,0.282002)
 [0,0.282057)
 [0,0.282082)
 [0,0.282151)
 [0,0.282158)
 [0,0.282652)
 [0,0.282795)
 [0,0.282843)
 [0,0.283019)
 [0,0.283019)
 [0,0.283087)
 [0,0.283129)
 [0,0.283381)
 [0,0.283381)
 [0,0.283648)
 [0,0.283657)
 [0,0.283657)
 [0,0.283783)
 [0,0.283917)
 [0,0.284074)
 [0,0.284313)
 [0,0.284313)
 [0,0.284345)
 [0,0.284401)
 [0,0.284508)
 [0,0.284614)
 [0,0.284622)
 [0,0.284703)
 [0,0.28486)
 [0,0.284886)
 [0,0.284886)
 [0,0.284918)
 [0,0.285002)
 [0,0.285044)
 [0,0.285175)
 [0,0.285203)
 [0,0.285568)
 [0,0.285608)
 [0,0.285773)
 [0,0.285813)
 [0,0.286007)
 [0,0.286028)
 [0,0.286094)
 [0,0.286149)
 [0,0.286225)
 [0,0.286225)
 [0,0.286276)
 [0,0.286295)
 [0,0.2864)
 [0,0.286559)
 [0,0.286568)
 [0,0.286575)
 [0,0.286714)
 [0,0.286782)
 [0,0.286812)
 [0,0.287002)
 [0,0.287057)
 [0,0.287063)
 [0,0.287141)
 [0,0.2872)
 [0,0.287341)
 [0,0.287501)
 [0,0.287564)
 [0,0.28764)
 [0,0.287642)
 [0,0.2878)
 [0,0.28809)
 [0,0.288125)
 [0,0.288174)
 [0,0.288226)
 [0,0.288231)
 [0,0.28825)
 [0,0.288252)
 [0,0.288259)
 [0,0.288293)
 [0,0.288295)
 [0,0.28842)
 [0,0.288475)
 [0,0.288475)
 [0,0.288591)
 [0,0.288591)
 [0,0.288647)
 [0,0.288647)
 [0,0.288737)
 [0,0.288924)
 [0,0.288998)
 [0,0.289007)
 [0,0.289057)
 [0,0.289254)
 [0,0.289358)
 [0,0.289375)
 [0,0.289387)
 [0,0.289401)
 [0,0.2895)
 [0,0.289638)
 [0,0.289664)
 [0,0.289747)
 [0,0.289762)
 [0,0.289822)
 [0,0.289822)
 [0,0.289914)
 [0,0.289945)
 [0,0.290002)
 [0,0.290079)
 [0,0.290126)
 [0,0.290126)
 [0,0.290146)
 [0,0.290167)
 [0,0.290208)
 [0,0.290228)
 [0,0.290258)
 [0,0.2903)
 [0,0.290408)
 [0,0.290408)
 [0,0.29045)
 [0,0.290713)
 [0,0.290849)
 [0,0.290854)
 [0,0.291076)
 [0,0.29111)
 [0,0.291158)
 [0,0.291172)
 [0,0.291235)
 [0,0.291337)
 [0,0.291359)
 [0,0.291496)
 [0,0.291578)
 [0,0.291584)
 [0,0.291673)
 [0,0.291878)
 [0,0.29188)
 [0,0.291907)
 [0,0.292043)
 [0,0.292056)
 [0,0.292099)
 [0,0.292223)
 [0,0.29225)
 [0,0.292277)
 [0,0.292335)
 [0,0.292335)
 [0,0.292344)
 [0,0.292426)
 [0,0.292438)
 [0,0.292479)
 [0,0.292515)
 [0,0.292542)
 [0,0.292554)
 [0,0.292606)
 [0,0.292606)
 [0,0.292658)
 [0,0.292746)
 [0,0.29277)
 [0,0.292836)
 [0,0.292957)
 [0,0.292985)
 [0,0.293027)
 [0,0.293164)
 [0,0.293232)
 [0,0.293339)
 [0,0.293394)
 [0,0.293411)
 [0,0.293437)
 [0,0.293503)
 [0,0.29351)
 [0,0.293586)
 [0,0.293586)
 [0,0.293641)
 [0,0.293777)
 [0,0.293859)
 [0,0.293946)
 [0,0.294061)
 [0,0.294156)
 [0,0.29416)
 [0,0.294213)
 [0,0.294233)
 [0,0.294253)
 [0,0.294267)
 [0,0.294267)
 [0,0.294389)
 [0,0.29441)
 [0,0.294462)
 [0,0.29455)
 [0,0.294567)
 [0,0.294717)
 [0,0.294717)
 [0,0.294763)
 [0,0.294783)
 [0,0.294822)
 [0,0.294822)
 [0,0.294885)
 [0,0.294898)
 [0,0.294925)
 [0,0.295053)
 [0,0.295083)
 [0,0.295169)
 [0,0.295169)
 [0,0.29521)
 [0,0.295413)
 [0,0.29542)
 [0,0.295447)
 [0,0.295454)
 [0,0.295466)
 [0,0.295481)
 [0,0.295503)
 [0,0.295571)
 [0,0.295677)
 [0,0.295677)
 [0,0.295692)
 [0,0.295801)
 [0,0.295936)
 [0,0.29598)
 [0,0.29599)
 [0,0.296056)
 [0,0.296169)
 [0,0.296287)
 [0,0.296446)
 [0,0.296488)
 [0,0.296569)
 [0,0.296589)
 [0,0.296651)
 [0,0.296665)
 [0,0.296675)
 [0,0.296769)
 [0,0.296771)
 [0,0.296816)
 [0,0.296827)
 [0,0.296864)
 [0,0.296971)
 [0,0.296985)
 [0,0.297061)
 [0,0.297123)
 [0,0.297128)
 [0,0.297431)
 [0,0.297543)
 [0,0.297567)
 [0,0.297619)
 [0,0.297713)
 [0,0.297835)
 [0,0.297846)
 [0,0.297847)
 [0,0.297859)
 [0,0.297892)
 [0,0.297893)
 [0,0.297935)
 [0,0.297935)
 [0,0.297982)
 [0,0.297983)
 [0,0.298074)
 [0,0.298089)
 [0,0.298107)
 [0,0.298117)
 [0,0.29821)
 [0,0.29821)
 [0,0.298216)
 [0,0.298304)
 [0,0.298412)
 [0,0.298413)
 [0,0.298563)
 [0,0.298613)
 [0,0.29869)
 [0,0.298719)
 [0,0.298761)
 [0,0.298761)
 [0,0.298801)
 [0,0.298814)
 [0,0.29894)
 [0,0.299007)
 [0,0.299055)
 [0,0.299132)
 [0,0.299232)
 [0,0.299267)
 [0,0.299267)
 [0,0.299362)
 [0,0.299393)
 [0,0.299541)
 [0,0.299546)
 [0,0.299603)
 [0,0.299708)
 [0,0.299736)
 [0,0.299813)
 [0,0.299817)
 [0,0.299867)
 [0,0.29988)
 [0,0.299933)
 [0,0.299955)
 [0,0.300193)
 [0,0.300323)
 [0,0.300328)
 [0,0.300341)
 [0,0.300456)
 [0,0.300483)
 [0,0.300566)
 [0,0.300566)
 [0,0.300601)
 [0,0.300601)
 [0,0.300601)
 [0,0.300648)
 [0,0.300666)
 [0,0.300666)
 [0,0.300734)
 [0,0.300761)
 [0,0.300816)
 [0,0.30098)
 [0,0.30098)
 [0,0.300987)
 [0,0.301002)
 [0,0.301015)
 [0,0.301015)
 [0,0.30104)
 [0,0.301106)
 [0,0.301121)
 [0,0.301251)
 [0,0.301272)
 [0,0.30137)
 [0,0.301496)
 [0,0.301599)
 [0,0.301796)
 [0,0.301863)
 [0,0.301921)
 [0,0.301942)
 [0,0.301944)
 [0,0.301944)
 [0,0.302076)
 [0,0.302081)
 [0,0.3022)
 [0,0.302314)
 [0,0.302539)
 [0,0.30263)
 [0,0.30279)
 [0,0.302794)
 [0,0.302804)
 [0,0.302883)
 [0,0.302926)
 [0,0.302952)
 [0,0.302962)
 [0,0.302979)
 [0,0.303002)
 [0,0.303059)
 [0,0.303205)
 [0,0.303205)
 [0,0.303211)
 [0,0.303516)
 [0,0.303567)
 [0,0.303592)
 [0,0.303646)
 [0,0.303679)
 [0,0.303949)
 [0,0.304026)
 [0,0.304085)
 [0,0.304217)
 [0,0.304238)
 [0,0.304322)
 [0,0.304416)
 [0,0.304508)
 [0,0.304528)
 [0,0.304532)
 [0,0.304613)
 [0,0.304632)
 [0,0.304638)
 [0,0.304647)
 [0,0.304658)
 [0,0.304685)
 [0,0.30477)
 [0,0.30477)
 [0,0.304792)
 [0,0.304829)
 [0,0.304926)
 [0,0.305002)
 [0,0.305026)
 [0,0.305138)
 [0,0.305164)
 [0,0.305182)
 [0,0.305395)
 [0,0.305413)
 [0,0.30555)
 [0,0.305591)
 [0,0.305591)
 [0,0.305629)
 [0,0.305668)
 [0,0.305712)
 [0,0.305738)
 [0,0.305806)
 [0,0.305851)
 [0,0.305941)
 [0,0.305941)
 [0,0.305984)
 [0,0.306007)
 [0,0.306203)
 [0,0.306206)
 [0,0.306341)
 [0,0.306349)
 [0,0.306426)
 [0,0.306491)
 [0,0.306493)
 [0,0.306544)
 [0,0.30657)
 [0,0.306687)
 [0,0.30672)
 [0,0.306809)
 [0,0.306883)
 [0,0.306897)
 [0,0.307051)
 [0,0.307132)
 [0,0.307143)
 [0,0.307189)
 [0,0.307234)
 [0,0.307332)
 [0,0.307379)
 [0,0.307391)
 [0,0.307415)
 [0,0.307434)
 [0,0.307508)
 [0,0.307509)
 [0,0.307657)
 [0,0.307683)
 [0,0.307695)
 [0,0.307709)
 [0,0.307717)
 [0,0.307717)
 [0,0.307761)
 [0,0.307774)
 [0,0.307885)
 [0,0.307903)
 [0,0.307963)
 [0,0.308029)
 [0,0.308084)
 [0,0.308112)
 [0,0.308131)
 [0,0.308177)
 [0,0.308234)
 [0,0.308274)
 [0,0.308302)
 [0,0.308302)
 [0,0.308302)
 [0,0.308462)
 [0,0.308475)
 [0,0.3086)
 [0,0.308629)
 [0,0.308644)
 [0,0.308649)
 [0,0.308663)
 [0,0.308691)
 [0,0.308702)
 [0,0.308709)
 [0,0.308955)
 [0,0.309013)
 [0,0.309045)
 [0,0.309104)
 [0,0.309104)
 [0,0.309104)
 [0,0.309147)
 [0,0.309231)
 [0,0.309278)
 [0,0.309584)
 [0,0.309588)
 [0,0.309742)
 [0,0.309742)
 [0,0.309742)
 [0,0.309898)
 [0,0.309944)
 [0,0.309963)
 [0,0.309968)
 [0,0.310015)
 [0,0.31004)
 [0,0.31004)
 [0,0.31004)
 [0,0.310177)
 [0,0.310195)
 [0,0.310203)
 [0,0.310229)
 [0,0.310266)
 [0,0.310363)
 [0,0.310387)
 [0,0.310413)
 [0,0.310427)
 [0,0.310459)
 [0,0.310541)
 [0,0.310582)
 [0,0.310653)
 [0,0.31071)
 [0,0.310775)
 [0,0.31078)
 [0,0.310814)
 [0,0.310831)
 [0,0.310876)
 [0,0.31091)
 [0,0.310942)
 [0,0.310987)
 [0,0.311082)
 [0,0.311082)
 [0,0.31109)
 [0,0.311207)
 [0,0.311276)
 [0,0.311321)
 [0,0.311387)
 [0,0.311405)
 [0,0.311464)
 [0,0.311495)
 [0,0.311512)
 [0,0.311578)
 [0,0.311617)
 [0,0.311642)
 [0,0.311642)
 [0,0.311852)
 [0,0.312002)
 [0,0.312054)
 [0,0.312078)
 [0,0.312083)
 [0,0.31217)
 [0,0.312181)
 [0,0.312234)
 [0,0.312271)
 [0,0.312328)
 [0,0.312424)
 [0,0.312444)
 [0,0.312477)
 [0,0.312527)
 [0,0.312541)
 [0,0.31264)
 [0,0.312674)
 [0,0.3127)
 [0,0.312757)
 [0,0.312771)
 [0,0.312827)
 [0,0.312861)
 [0,0.312928)
 [0,0.312935)
 [0,0.312951)
 [0,0.312973)
 [0,0.313006)
 [0,0.313019)
 [0,0.313019)
 [0,0.313102)
 [0,0.313268)
 [0,0.313313)
 [0,0.313383)
 [0,0.313441)
 [0,0.313479)
 [0,0.313524)
 [0,0.313555)
 [0,0.313638)
 [0,0.31364)
 [0,0.313683)
 [0,0.3137)
 [0,0.313704)
 [0,0.313753)
 [0,0.313766)
 [0,0.313844)
 [0,0.313904)
 [0,0.313944)
 [0,0.31397)
 [0,0.314)
 [0,0.314033)
 [0,0.314035)
 [0,0.314035)
 [0,0.314111)
 [0,0.314116)
 [0,0.314197)
 [0,0.314201)
 [0,0.31425)
 [0,0.314396)
 [0,0.314428)
 [0,0.314428)
 [0,0.314493)
 [0,0.314585)
 [0,0.314611)
 [0,0.314632)
 [0,0.314697)
 [0,0.31476)
 [0,0.314821)
 [0,0.31484)
 [0,0.314892)
 [0,0.314925)
 [0,0.314949)
 [0,0.315057)
 [0,0.315057)
 [0,0.315087)
 [0,0.315265)
 [0,0.315292)
 [0,0.315297)
 [0,0.315317)
 [0,0.315349)
 [0,0.315357)
 [0,0.315357)
 [0,0.315406)
 [0,0.315413)
 [0,0.31543)
 [0,0.315484)
 [0,0.315634)
 [0,0.315793)
 [0,0.315831)
 [0,0.315905)
 [0,0.315945)
 [0,0.315978)
 [0,0.316139)
 [0,0.316204)
 [0,0.316291)
 [0,0.31631)
 [0,0.316356)
 [0,0.316564)
 [0,0.316588)
 [0,0.316639)
 [0,0.316653)
 [0,0.316659)
 [0,0.316784)
 [0,0.316798)
 [0,0.316886)
 [0,0.317039)
 [0,0.317042)
 [0,0.317052)
 [0,0.317158)
 [0,0.317194)
 [0,0.317208)
 [0,0.317238)
 [0,0.317238)
 [0,0.31729)
 [0,0.317322)
 [0,0.31737)
 [0,0.317405)
 [0,0.317456)
 [0,0.317473)
 [0,0.317503)
 [0,0.317506)
 [0,0.317517)
 [0,0.317569)
 [0,0.317648)
 [0,0.317695)
 [0,0.317717)
 [0,0.31777)
 [0,0.317819)
 [0,0.317838)
 [0,0.317972)
 [0,0.318014)
 [0,0.318025)
 [0,0.318058)
 [0,0.318101)
 [0,0.318173)
 [0,0.318277)
 [0,0.318427)
 [0,0.318442)
 [0,0.318449)
 [0,0.318454)
 [0,0.318487)
 [0,0.318496)
 [0,0.318555)
 [0,0.318573)
 [0,0.318592)
 [0,0.318628)
 [0,0.318693)
 [0,0.318763)
 [0,0.318779)
 [0,0.318781)
 [0,0.318818)
 [0,0.318875)
 [0,0.318977)
 [0,0.319014)
 [0,0.3191)
 [0,0.319113)
 [0,0.319188)
 [0,0.319232)
 [0,0.319288)
 [0,0.319324)
 [0,0.319476)
 [0,0.319564)
 [0,0.319789)
 [0,0.319789)
 [0,0.319845)
 [0,0.319864)
 [0,0.319877)
 [0,0.319908)
 [0,0.319908)
 [0,0.319953)
 [0,0.320128)
 [0,0.320141)
 [0,0.320156)
 [0,0.3202)
 [0,0.320214)
 [0,0.320214)
 [0,0.320214)
 [0,0.32025)
 [0,0.320295)
 [0,0.320301)
 [0,0.320351)
 [0,0.320383)
 [0,0.320403)
 [0,0.320407)
 [0,0.320412)
 [0,0.320414)
 [0,0.320525)
 [0,0.320564)
 [0,0.320652)
 [0,0.320665)
 [0,0.320732)
 [0,0.320755)
 [0,0.32079)
 [0,0.320807)
 [0,0.320815)
 [0,0.320815)
 [0,0.320861)
 [0,0.320914)
 [0,0.321025)
 [0,0.321025)
 [0,0.321081)
 [0,0.321111)
 [0,0.321138)
 [0,0.321224)
 [0,0.321268)
 [0,0.32131)
 [0,0.321386)
 [0,0.321479)
 [0,0.321498)
 [0,0.321512)
 [0,0.321622)
 [0,0.321708)
 [0,0.322025)
 [0,0.322121)
 [0,0.322262)
 [0,0.32227)
 [0,0.322355)
 [0,0.322368)
 [0,0.322372)
 [0,0.322386)
 [0,0.322397)
 [0,0.322419)
 [0,0.322504)
 [0,0.322568)
 [0,0.322591)
 [0,0.322593)
 [0,0.322684)
 [0,0.322833)
 [0,0.322845)
 [0,0.322851)
 [0,0.322939)
 [0,0.322964)
 [0,0.322969)
 [0,0.323125)
 [0,0.323138)
 [0,0.323155)
 [0,0.323187)
 [0,0.3232)
 [0,0.323246)
 [0,0.323303)
 [0,0.323311)
 [0,0.323336)
 [0,0.323361)
 [0,0.323371)
 [0,0.323373)
 [0,0.323385)
 [0,0.323446)
 [0,0.323483)
 [0,0.323512)
 [0,0.32352)
 [0,0.32352)
 [0,0.323558)
 [0,0.323595)
 [0,0.323631)
 [0,0.323642)
 [0,0.323682)
 [0,0.323761)
 [0,0.323818)
 [0,0.323827)
 [0,0.323867)
 [0,0.323883)
 [0,0.323934)
 [0,0.323975)
 [0,0.323988)
 [0,0.324003)
 [0,0.324006)
 [0,0.324006)
 [0,0.324038)
