point cloud with 52938 points in dimension 3
value range: [0.0490916,196.643]
sparse distance matrix with 52938 points and 61607/1401215921 entries
persistence intervals in dim 0:
 [0,0.0490916)
 [0,0.0552267)
 [0,0.0577237)
 [0,0.059942)
 [0,0.0601331)
 [0,0.0653681)
 [0,0.0674686)
 [0,0.0676014)
 [0,0.0692313)
 [0,0.0694622)
 [0,0.0708378)
 [0,0.0741082)
 [0,0.0741489)
 [0,0.0795549)
 [0,0.081154)
 [0,0.0853814)
 [0,0.0860235)
 [0,0.0861453)
 [0,0.0873213)
 [0,0.0892692)
 [0,0.0896936)
 [0,0.0905538)
 [0,0.091586)
 [0,0.0924178)
 [0,0.0963382)
 [0,0.0976166)
 [0,0.0981123)
 [0,0.0996391)
 [0,0.0997247)
 [0,0.0997647)
 [0,0.100623)
 [0,0.100648)
 [0,0.101079)
 [0,0.101119)
 [0,0.101237)
 [0,0.103788)
 [0,0.104202)
 [0,0.104676)
 [0,0.107489)
 [0,0.109124)
 [0,0.110023)
 [0,0.110318)
 [0,0.110634)
 [0,0.111485)
 [0,0.11204)
 [0,0.112045)
 [0,0.112894)
 [0,0.113899)
 [0,0.114062)
 [0,0.114285)
 [0,0.114612)
 [0,0.114935)
 [0,0.115317)
 [0,0.115573)
 [0,0.116246)
 [0,0.116276)
 [0,0.117038)
 [0,0.117746)
 [0,0.118068)
 [0,0.118229)
 [0,0.11905)
 [0,0.120067)
 [0,0.120166)
 [0,0.121343)
 [0,0.123584)
 [0,0.123685)
 [0,0.124197)
 [0,0.125575)
 [0,0.126507)
 [0,0.127098)
 [0,0.127562)
 [0,0.127613)
 [0,0.127914)
 [0,0.127945)
 [0,0.129248)
 [0,0.129619)
 [0,0.130817)
 [0,0.131487)
 [0,0.1317)
 [0,0.131826)
 [0,0.132322)
 [0,0.13262)
 [0,0.13366)
 [0,0.133843)
 [0,0.134618)
 [0,0.135366)
 [0,0.136298)
 [0,0.136565)
 [0,0.137179)
 [0,0.137233)
 [0,0.137441)
 [0,0.138622)
 [0,0.138773)
 [0,0.138827)
 [0,0.139054)
 [0,0.139818)
 [0,0.140035)
 [0,0.140186)
 [0,0.140929)
 [0,0.141039)
 [0,0.141428)
 [0,0.141792)
 [0,0.142415)
 [0,0.142524)
 [0,0.142948)
 [0,0.143)
 [0,0.144402)
 [0,0.145279)
 [0,0.145344)
 [0,0.145499)
 [0,0.145798)
 [0,0.147218)
 [0,0.147868)
 [0,0.147872)
 [0,0.148121)
 [0,0.148408)
 [0,0.148762)
 [0,0.149013)
 [0,0.14905)
 [0,0.149773)
 [0,0.151644)
 [0,0.151648)
 [0,0.1522)
 [0,0.152434)
 [0,0.152555)
 [0,0.153118)
 [0,0.153212)
 [0,0.154052)
 [0,0.154625)
 [0,0.154739)
 [0,0.156029)
 [0,0.156349)
 [0,0.157035)
 [0,0.157648)
 [0,0.158152)
 [0,0.158474)
 [0,0.159028)
 [0,0.159176)
 [0,0.159364)
 [0,0.159389)
 [0,0.160854)
 [0,0.16145)
 [0,0.162117)
 [0,0.162339)
 [0,0.162431)
 [0,0.162484)
 [0,0.162635)
 [0,0.162865)
 [0,0.163478)
 [0,0.163526)
 [0,0.163918)
 [0,0.164027)
 [0,0.164128)
 [0,0.164794)
 [0,0.164924)
 [0,0.165388)
 [0,0.165602)
 [0,0.165873)
 [0,0.165952)
 [0,0.166172)
 [0,0.166379)
 [0,0.166424)
 [0,0.166973)
 [0,0.167344)
 [0,0.167362)
 [0,0.167371)
 [0,0.167502)
 [0,0.168345)
 [0,0.168929)
 [0,0.169358)
 [0,0.170065)
 [0,0.170262)
 [0,0.171143)
 [0,0.17119)
 [0,0.171266)
 [0,0.171453)
 [0,0.172177)
 [0,0.172386)
 [0,0.172409)
 [0,0.173026)
 [0,0.173243)
 [0,0.173277)
 [0,0.17328)
 [0,0.173349)
 [0,0.17404)
 [0,0.174132)
 [0,0.174451)
 [0,0.174668)
 [0,0.174797)
 [0,0.175231)
