point cloud with 18732 points in dimension 3
value range: [0.0262489,202.57]
sparse distance matrix with 18732 points and 14063/175443911 entries
persistence intervals in dim 0:
 [0,0.0262489)
 [0,0.154871)
 [0,0.160997)
 [0,0.169579)
 [0,0.184296)
 [0,0.195041)
 [0,0.197254)
 [0,0.200122)
 [0,0.202872)
 [0,0.202892)
 [0,0.203571)
 [0,0.2036)
 [0,0.203708)
 [0,0.203806)
 [0,0.204944)
 [0,0.205682)
 [0,0.20601)
 [0,0.210212)
 [0,0.211533)
 [0,0.211589)
 [0,0.211896)
 [0,0.212925)
 [0,0.213378)
 [0,0.214105)
 [0,0.216453)
 [0,0.217479)
 [0,0.219365)
 [0,0.220511)
 [0,0.220601)
 [0,0.221617)
 [0,0.221883)
 [0,0.222657)
 [0,0.223394)
 [0,0.225204)
 [0,0.22561)
 [0,0.22573)
 [0,0.225854)
 [0,0.225858)
 [0,0.226173)
 [0,0.226974)
 [0,0.227477)
 [0,0.229478)
 [0,0.22993)
 [0,0.230235)
 [0,0.230991)
 [0,0.232123)
 [0,0.232665)
 [0,0.233694)
 [0,0.233803)
 [0,0.23435)
 [0,0.236349)
 [0,0.237002)
 [0,0.238202)
 [0,0.239268)
 [0,0.239416)
 [0,0.239804)
 [0,0.239821)
 [0,0.240008)
 [0,0.24016)
 [0,0.240208)
 [0,0.240441)
 [0,0.241008)
 [0,0.241868)
 [0,0.242167)
 [0,0.242423)
 [0,0.243033)
 [0,0.243288)
 [0,0.244182)
 [0,0.244297)
 [0,0.244935)
 [0,0.246077)
 [0,0.246733)
 [0,0.246856)
 [0,0.246941)
 [0,0.247309)
 [0,0.248072)
 [0,0.248308)
 [0,0.248568)
 [0,0.248815)
 [0,0.248863)
 [0,0.249339)
 [0,0.249804)
 [0,0.250064)
 [0,0.250667)
 [0,0.251002)
 [0,0.252301)
 [0,0.252343)
 [0,0.252787)
 [0,0.252834)
 [0,0.25314)
 [0,0.253671)
 [0,0.253811)
 [0,0.253837)
 [0,0.254118)
 [0,0.254849)
 [0,0.254945)
 [0,0.255548)
 [0,0.255978)
 [0,0.25664)
 [0,0.258379)
 [0,0.258443)
 [0,0.25849)
