point cloud with 16580 points in dimension 3
value range: [0.21412,191.878]
distance matrix with 16580 points, using threshold at enclosing radius 96.0181
persistence intervals in dim 0:
 [0,0.21412)
 [0,0.227459)
 [0,0.231852)
 [0,0.233862)
 [0,0.237384)
 [0,0.238902)
 [0,0.24118)
 [0,0.243053)
 [0,0.253315)
 [0,0.257499)
 [0,0.270507)
 [0,0.275731)
 [0,0.277477)
 [0,0.277927)
 [0,0.278575)
 [0,0.28178)
 [0,0.2825)
 [0,0.284202)
 [0,0.285548)
 [0,0.285657)
 [0,0.291708)
 [0,0.292088)
 [0,0.294444)
 [0,0.295915)
 [0,0.296373)
 [0,0.297674)
 [0,0.298468)
 [0,0.301231)
 [0,0.302617)
 [0,0.302719)
 [0,0.303609)
 [0,0.304062)
 [0,0.306023)
 [0,0.306909)
 [0,0.30846)
 [0,0.311243)
 [0,0.313906)
 [0,0.315337)
 [0,0.315553)
 [0,0.316091)
 [0,0.31722)
 [0,0.317643)
 [0,0.318354)
 [0,0.319477)
 [0,0.3199)
 [0,0.320394)
 [0,0.322598)
 [0,0.3227)
 [0,0.324896)
 [0,0.325182)
 [0,0.325604)
 [0,0.326271)
 [0,0.327069)
 [0,0.327604)
 [0,0.328304)
 [0,0.329855)
 [0,0.330441)
 [0,0.332006)
 [0,0.332135)
 [0,0.332209)
 [0,0.332394)
 [0,0.332833)
 [0,0.333386)
 [0,0.333475)
 [0,0.333677)
 [0,0.333798)
 [0,0.334391)
 [0,0.334914)
 [0,0.336097)
 [0,0.336367)
 [0,0.337442)
 [0,0.337506)
 [0,0.337872)
 [0,0.338677)
 [0,0.338762)
 [0,0.339064)
 [0,0.339586)
 [0,0.341136)
 [0,0.341863)
 [0,0.342844)
 [0,0.344037)
 [0,0.344076)
 [0,0.344225)
 [0,0.344327)
 [0,0.344546)
 [0,0.344879)
 [0,0.345397)
 [0,0.345818)
 [0,0.345932)
 [0,0.345946)
 [0,0.346143)
 [0,0.346318)
 [0,0.346602)
 [0,0.346695)
 [0,0.34757)
 [0,0.347856)
 [0,0.34793)
 [0,0.348042)
 [0,0.348088)
 [0,0.348773)
 [0,0.349369)
 [0,0.349379)
 [0,0.349526)
 [0,0.350109)
 [0,0.350477)
 [0,0.350726)
 [0,0.35139)
 [0,0.351786)
 [0,0.352037)
 [0,0.352413)
 [0,0.35268)
 [0,0.352786)
 [0,0.353191)
 [0,0.353282)
 [0,0.353293)
 [0,0.353428)
 [0,0.353791)
 [0,0.354079)
 [0,0.354906)
 [0,0.354967)
 [0,0.35526)
 [0,0.3556)
 [0,0.355928)
 [0,0.356304)
 [0,0.356401)
 [0,0.356562)
 [0,0.356957)
 [0,0.357066)
 [0,0.357213)
 [0,0.357387)
 [0,0.357457)
 [0,0.357811)
 [0,0.358204)
 [0,0.358214)
 [0,0.359396)
 [0,0.360084)
 [0,0.360142)
 [0,0.360866)
 [0,0.360991)
 [0,0.361852)
 [0,0.362921)
 [0,0.363409)
 [0,0.363485)
 [0,0.363598)
 [0,0.363702)
 [0,0.364236)
 [0,0.364524)
 [0,0.365053)
 [0,0.365167)
 [0,0.36547)
 [0,0.365556)
 [0,0.365594)
 [0,0.366873)
 [0,0.367013)
 [0,0.367769)
 [0,0.367882)
 [0,0.368009)
 [0,0.368234)
 [0,0.368336)
 [0,0.368347)
 [0,0.368606)
 [0,0.368773)
 [0,0.369324)
 [0,0.369685)
 [0,0.369698)
 [0,0.369815)
 [0,0.37014)
 [0,0.370594)
 [0,0.370705)
 [0,0.370727)
 [0,0.370769)
 [0,0.371084)
 [0,0.371821)
 [0,0.37189)
 [0,0.37251)
 [0,0.37289)
 [0,0.373012)
 [0,0.373106)
 [0,0.373406)
 [0,0.373871)
 [0,0.373882)
 [0,0.374187)
 [0,0.374622)
 [0,0.374969)
 [0,0.375138)
 [0,0.37566)
 [0,0.376183)
 [0,0.376393)
 [0,0.376452)
 [0,0.376525)
 [0,0.376603)
 [0,0.376833)
 [0,0.37687)
 [0,0.377019)
 [0,0.377388)
 [0,0.377542)
 [0,0.377677)
 [0,0.377707)
 [0,0.377768)
 [0,0.377837)
 [0,0.37803)
 [0,0.378045)
 [0,0.378212)
 [0,0.37823)
 [0,0.378259)
 [0,0.378284)
 [0,0.378481)
 [0,0.3787)
 [0,0.378747)
 [0,0.378782)
 [0,0.379012)
 [0,0.379205)
 [0,0.379484)
 [0,0.379793)
 [0,0.379915)
 [0,0.380417)
 [0,0.380717)
 [0,0.380898)
 [0,0.380913)
 [0,0.381002)
 [0,0.381206)
 [0,0.381296)
 [0,0.381816)
 [0,0.382047)
 [0,0.382441)
 [0,0.382613)
 [0,0.382949)
 [0,0.383265)
 [0,0.383371)
 [0,0.383602)
 [0,0.384011)
 [0,0.384038)
 [0,0.384252)
 [0,0.384553)
 [0,0.384652)
 [0,0.38483)
 [0,0.384986)
 [0,0.385086)
 [0,0.385236)
 [0,0.385706)
 [0,0.385766)
 [0,0.385873)
 [0,0.385924)
 [0,0.385977)
 [0,0.386023)
 [0,0.386042)
 [0,0.386053)
 [0,0.38608)
 [0,0.386101)
 [0,0.386446)
 [0,0.386493)
 [0,0.386658)
 [0,0.38669)
 [0,0.386895)
 [0,0.387226)
 [0,0.387302)
 [0,0.387479)
 [0,0.387673)
 [0,0.387906)
 [0,0.387907)
 [0,0.388003)
 [0,0.388013)
 [0,0.388081)
 [0,0.388173)
 [0,0.388234)
 [0,0.388547)
 [0,0.388585)
 [0,0.388674)
 [0,0.389068)
 [0,0.389464)
 [0,0.389696)
 [0,0.390073)
 [0,0.39009)
 [0,0.390315)
 [0,0.390825)
 [0,0.391175)
 [0,0.391203)
 [0,0.391353)
 [0,0.391359)
 [0,0.391361)
 [0,0.391574)
 [0,0.391652)
 [0,0.391877)
 [0,0.391924)
 [0,0.392006)
 [0,0.392209)
 [0,0.392219)
 [0,0.392224)
 [0,0.392427)
 [0,0.392477)
 [0,0.392597)
 [0,0.392977)
 [0,0.393062)
 [0,0.393488)
 [0,0.393943)
 [0,0.394461)
 [0,0.394587)
 [0,0.394696)
 [0,0.395006)
 [0,0.395095)
 [0,0.395107)
 [0,0.395142)
 [0,0.395329)
 [0,0.395694)
 [0,0.396071)
 [0,0.396098)
 [0,0.396761)
 [0,0.396766)
 [0,0.397033)
 [0,0.39708)
 [0,0.397082)
 [0,0.397106)
 [0,0.397208)
 [0,0.39722)
 [0,0.397384)
 [0,0.397518)
 [0,0.397649)
 [0,0.397832)
 [0,0.397969)
 [0,0.398354)
 [0,0.398658)
 [0,0.398671)
 [0,0.398724)
 [0,0.399239)
 [0,0.399341)
 [0,0.399602)
 [0,0.399903)
 [0,0.40007)
 [0,0.400082)
 [0,0.400176)
 [0,0.400228)
 [0,0.400288)
 [0,0.4004)
 [0,0.40057)
 [0,0.400809)
 [0,0.400825)
 [0,0.400903)
 [0,0.401074)
 [0,0.401323)
 [0,0.401427)
 [0,0.401779)
 [0,0.401924)
 [0,0.402015)
 [0,0.402055)
 [0,0.402113)
 [0,0.402138)
 [0,0.402167)
 [0,0.402171)
 [0,0.402321)
 [0,0.40257)
 [0,0.402572)
 [0,0.402606)
 [0,0.402617)
 [0,0.40267)
 [0,0.402673)
 [0,0.402756)
 [0,0.402786)
 [0,0.402801)
 [0,0.40295)
 [0,0.403002)
 [0,0.403036)
 [0,0.403077)
 [0,0.403517)
 [0,0.403633)
 [0,0.403729)
 [0,0.403777)
 [0,0.403842)
 [0,0.403912)
 [0,0.404215)
 [0,0.404287)
 [0,0.404324)
 [0,0.404341)
 [0,0.404349)
 [0,0.404442)
 [0,0.404522)
 [0,0.404839)
 [0,0.404852)
 [0,0.404972)
 [0,0.405015)
 [0,0.405038)
 [0,0.405074)
 [0,0.405372)
 [0,0.405474)
 [0,0.405546)
 [0,0.405573)
 [0,0.405619)
 [0,0.405885)
 [0,0.406)
 [0,0.406079)
 [0,0.406114)
 [0,0.406186)
 [0,0.406257)
 [0,0.40626)
 [0,0.406271)
 [0,0.406366)
 [0,0.406434)
 [0,0.406479)
 [0,0.40683)
 [0,0.406847)
 [0,0.406896)
 [0,0.407021)
 [0,0.407182)
 [0,0.407266)
 [0,0.407451)
 [0,0.407704)
 [0,0.407714)
 [0,0.407762)
 [0,0.407906)
 [0,0.408002)
 [0,0.408244)
 [0,0.408332)
 [0,0.408346)
 [0,0.40836)
 [0,0.40846)
