point cloud with 36542 points in dimension 3
value range: [0.0037159,118.437]
sparse distance matrix with 36542 points and 119019/667658881 entries
persistence intervals in dim 0:
 [0,0.0037159)
 [0,0.00445977)
 [0,0.00464864)
 [0,0.00470115)
 [0,0.00521551)
 [0,0.00610731)
 [0,0.00613514)
 [0,0.00637884)
 [0,0.00639528)
 [0,0.0065553)
 [0,0.00660986)
 [0,0.0070409)
 [0,0.00724503)
 [0,0.00724507)
 [0,0.00739266)
 [0,0.00771031)
 [0,0.00780321)
 [0,0.00785186)
 [0,0.00785468)
 [0,0.00797586)
 [0,0.00803614)
 [0,0.00833598)
 [0,0.00876942)
 [0,0.00877288)
 [0,0.00882323)
 [0,0.00893741)
 [0,0.00912865)
 [0,0.0092001)
 [0,0.00974173)
 [0,0.00997457)
 [0,0.0104689)
 [0,0.0110369)
 [0,0.0113532)
 [0,0.0114588)
 [0,0.0115317)
 [0,0.0120309)
 [0,0.0121491)
 [0,0.0125285)
 [0,0.0128316)
 [0,0.0129808)
 [0,0.0132137)
 [0,0.0132242)
 [0,0.0132639)
 [0,0.01386)
 [0,0.0141398)
 [0,0.0142371)
 [0,0.0143389)
 [0,0.0143892)
 [0,0.0145525)
 [0,0.0146114)
 [0,0.0154021)
 [0,0.0155502)
 [0,0.015803)
 [0,0.0159841)
 [0,0.0161075)
 [0,0.0162997)
 [0,0.0163413)
 [0,0.016372)
 [0,0.0166768)
 [0,0.0167546)
 [0,0.0167802)
 [0,0.0168962)
 [0,0.0170062)
 [0,0.0174776)
 [0,0.0174795)
 [0,0.0176494)
 [0,0.0177099)
 [0,0.0178665)
 [0,0.017947)
 [0,0.0182215)
 [0,0.018398)
 [0,0.0187109)
 [0,0.0187362)
 [0,0.0187459)
 [0,0.0187472)
 [0,0.0193541)
 [0,0.019383)
 [0,0.0195635)
 [0,0.0195729)
 [0,0.0196595)
 [0,0.019801)
 [0,0.0198113)
 [0,0.0198601)
 [0,0.0198928)
 [0,0.0202299)
 [0,0.0203157)
 [0,0.0203333)
 [0,0.0205432)
 [0,0.0205973)
 [0,0.0205973)
 [0,0.0209251)
 [0,0.0211009)
 [0,0.0211482)
 [0,0.0212003)
 [0,0.0218014)
 [0,0.0218525)
 [0,0.0219064)
 [0,0.0221679)
 [0,0.02236)
 [0,0.0226921)
 [0,0.0228965)
 [0,0.0233362)
 [0,0.023338)
 [0,0.0234644)
 [0,0.0234798)
 [0,0.0236535)
 [0,0.0236857)
 [0,0.0237066)
 [0,0.0237692)
 [0,0.023776)
 [0,0.0238462)
 [0,0.0239908)
 [0,0.0240011)
 [0,0.0240693)
 [0,0.0243022)
 [0,0.0246008)
 [0,0.0247989)
 [0,0.0248244)
 [0,0.0248651)
 [0,0.025046)
 [0,0.0250721)
 [0,0.025386)
 [0,0.025387)
 [0,0.0254094)
 [0,0.0255666)
 [0,0.0255924)
 [0,0.0256531)
 [0,0.025911)
 [0,0.0259625)
 [0,0.0259979)
 [0,0.026203)
 [0,0.0264007)
 [0,0.0265699)
 [0,0.0265932)
 [0,0.0267124)
 [0,0.026729)
 [0,0.0268888)
 [0,0.0269084)
 [0,0.0269231)
 [0,0.0272968)
 [0,0.0273725)
 [0,0.0273907)
 [0,0.0274718)
 [0,0.0277493)
 [0,0.028263)
 [0,0.0283451)
 [0,0.0283636)
 [0,0.0284901)
 [0,0.0285554)
 [0,0.0286436)
 [0,0.0287406)
 [0,0.0288489)
 [0,0.0290724)
 [0,0.0291001)
 [0,0.0291185)
 [0,0.0292618)
 [0,0.0294477)
 [0,0.0301644)
 [0,0.0322796)
 [0,0.032445)
 [0,0.0324784)
 [0,0.0325774)
 [0,0.0326957)
 [0,0.0334768)
 [0,0.0335037)
 [0,0.0336525)
 [0,0.033663)
 [0,0.0340262)
 [0,0.0341532)
 [0,0.0372536)
 [0,0.0379349)
 [0,0.0379617)
 [0,0.0380266)
 [0,0.0399664)
 [0,0.0420081)
 [0,0.0425192)
 [0,0.0434005)
 [0,0.0441518)
 [0,0.0450698)
 [0,0.0458502)
 [0,0.0466009)
 [0,0.0477573)
 [0,0.0488002)
 [0,0.0513406)
 [0,0.0515603)
 [0,0.0521465)
 [0,0.0530865)
 [0,0.0533001)
 [0,0.0549288)
 [0,0.0582839)
 [0,0.0600516)
 [0,0.0603334)
 [0,0.0626554)
 [0,0.0627402)
 [0,0.0629907)
 [0,0.0645609)
 [0,0.0647822)
 [0,0.0668881)
 [0,0.0676286)
 [0,0.0680507)
 [0,0.0707949)
 [0,0.0721692)
 [0,0.0723178)
 [0,0.075123)
 [0,0.0765083)
 [0,0.0778071)
 [0,0.0820001)
 [0,0.0840914)
 [0,0.0877853)
 [0,0.095493)
 [0,0.100633)
 [0,0.104316)
 [0,0.131128)
 [0,0.134991)
 [0,0.148363)
 [0,0.148976)
 [0,0.149689)
 [0,0.152211)
 [0,0.154006)
 [0,0.156649)
 [0,0.159944)
 [0,0.159995)
 [0,0.16318)
 [0,0.165445)
 [0,0.169801)
 [0,0.171686)
 [0,0.175423)
 [0,0.181639)
 [0,0.181815)
 [0,0.183882)
 [0,0.184363)
 [0,0.185515)
 [0,0.186278)
 [0,0.186419)
 [0,0.186756)
 [0,0.186796)
 [0,0.187693)
 [0,0.187697)
 [0,0.188244)
 [0,0.188538)
 [0,0.188743)
 [0,0.189536)
 [0,0.19168)
 [0,0.191704)
 [0,0.192062)
 [0,0.192132)
 [0,0.194413)
 [0,0.194464)
 [0,0.196314)
 [0,0.196447)
 [0,0.197738)
 [0,0.198123)
