point cloud with 62312 points in dimension 3
value range: [0.029,205.449]
 [0,0.215968)
 [0,0.216178)
 [0,0.216592)
 [0,0.216622)
 [0,0.21664)
 [0,0.21676)
 [0,0.216843)
 [0,0.216899)
 [0,0.217058)
 [0,0.217348)
 [0,0.217665)
 [0,0.2178)
 [0,0.217807)
 [0,0.218296)
 [0,0.218403)
 [0,0.218403)
 [0,0.218817)
 [0,0.219003)
 [0,0.219018)
 [0,0.219365)
 [0,0.219495)
 [0,0.219531)
 [0,0.219536)
 [0,0.219784)
 [0,0.220048)
 [0,0.220057)
 [0,0.220084)
 [0,0.220336)
 [0,0.220445)
 [0,0.220617)
 [0,0.220656)
 [0,0.220801)
 [0,0.220844)
 [0,0.22088)
 [0,0.220955)
 [0,0.221199)
 [0,0.221335)
 [0,0.221416)
 [0,0.221461)
 [0,0.221472)
 [0,0.221603)
 [0,0.222171)
 [0,0.222281)
 [0,0.22232)
 [0,0.222335)
 [0,0.222407)
 [0,0.222407)
 [0,0.222434)
 [0,0.222468)
 [0,0.222504)
 [0,0.222625)
 [0,0.222686)
 [0,0.222751)
 [0,0.222847)
 [0,0.222874)
 [0,0.222991)
 [0,0.223056)
 [0,0.22311)
 [0,0.223141)
 [0,0.223215)
 [0,0.223379)
 [0,0.223618)
 [0,0.223636)
 [0,0.223806)
 [0,0.223933)
 [0,0.224377)
 [0,0.224439)
 [0,0.224588)
 [0,0.224751)
 [0,0.225078)
 [0,0.226102)
 [0,0.226102)
 [0,0.226106)
 [0,0.226179)
 [0,0.226274)
 [0,0.226276)
 [0,0.226279)
 [0,0.226451)
 [0,0.22655)
 [0,0.226566)
 [0,0.226592)
 [0,0.226718)
 [0,0.226753)
 [0,0.22685)
 [0,0.226861)
 [0,0.227055)
 [0,0.227247)
 [0,0.227264)
 [0,0.227379)
 [0,0.227407)
 [0,0.227548)
 [0,0.227561)
 [0,0.227693)
 [0,0.227702)
 [0,0.227754)
 [0,0.227847)
 [0,0.228011)
 [0,0.228178)
 [0,0.228327)
 [0,0.228569)
 [0,0.22857)
 [0,0.22858)
 [0,0.228757)
 [0,0.228779)
 [0,0.228779)
 [0,0.22879)
 [0,0.228816)
 [0,0.228965)
 [0,0.229059)
 [0,0.229078)
 [0,0.22914)
 [0,0.229157)
 [0,0.229172)
 [0,0.229218)
 [0,0.229225)
 [0,0.229401)
 [0,0.229401)
 [0,0.229456)
 [0,0.229506)
 [0,0.229558)
 [0,0.229593)
 [0,0.229595)
 [0,0.229837)
 [0,0.229961)
 [0,0.229965)
 [0,0.230202)
 [0,0.230326)
 [0,0.230376)
 [0,0.230419)
 [0,0.230471)
 [0,0.230497)
 [0,0.230541)
 [0,0.230593)
 [0,0.230671)
 [0,0.230708)
 [0,0.230794)
 [0,0.231087)
 [0,0.231138)
 [0,0.231147)
 [0,0.231244)
 [0,0.231249)
 [0,0.231355)
 [0,0.231398)
 [0,0.2314)
 [0,0.231491)
 [0,0.231603)
 [0,0.231698)
 [0,0.231815)
 [0,0.231953)
 [0,0.232019)
 [0,0.232034)
 [0,0.232106)
 [0,0.232174)
 [0,0.232398)
 [0,0.232422)
 [0,0.232433)
 [0,0.232562)
 [0,0.232594)
 [0,0.232813)
 [0,0.23282)
 [0,0.23282)
 [0,0.23288)
 [0,0.232948)
 [0,0.233122)
 [0,0.233225)
 [0,0.233238)
 [0,0.233446)
 [0,0.233452)
 [0,0.23354)
 [0,0.233925)
 [0,0.233962)
 [0,0.233976)
 [0,0.234053)
 [0,0.234079)
 [0,0.234094)
 [0,0.234201)
 [0,0.234361)
 [0,0.234478)
 [0,0.23454)
 [0,0.234557)
 [0,0.234683)
 [0,0.234719)
 [0,0.234798)
 [0,0.234883)
 [0,0.234932)
 [0,0.235153)
 [0,0.23523)
 [0,0.235321)
 [0,0.235359)
 [0,0.23544)
 [0,0.235614)
 [0,0.235637)
 [0,0.235669)
 [0,0.235722)
 [0,0.235733)
 [0,0.23578)
 [0,0.235849)
 [0,0.235919)
 [0,0.236027)
 [0,0.236038)
 [0,0.236089)
 [0,0.236089)
 [0,0.236129)
 [0,0.23614)
 [0,0.236178)
 [0,0.236254)
 [0,0.236315)
 [0,0.236373)
 [0,0.236381)
 [0,0.236415)
 [0,0.236578)
 [0,0.23658)
 [0,0.236593)
 [0,0.236603)
 [0,0.236677)
 [0,0.236713)
 [0,0.236781)
 [0,0.236783)
 [0,0.236799)
 [0,0.236799)
 [0,0.236916)
 [0,0.237002)
 [0,0.237008)
 [0,0.237059)
 [0,0.237065)
 [0,0.237154)
 [0,0.237255)
 [0,0.237304)
 [0,0.237592)
 [0,0.237649)
 [0,0.237674)
 [0,0.237842)
 [0,0.238027)
 [0,0.238214)
 [0,0.238214)
 [0,0.238304)
 [0,0.238315)
 [0,0.238411)
 [0,0.238522)
 [0,0.238531)
 [0,0.23855)
 [0,0.238556)
 [0,0.238556)
 [0,0.238799)
 [0,0.238883)
 [0,0.238948)
 [0,0.238948)
 [0,0.239019)
 [0,0.239034)
 [0,0.23904)
 [0,0.239069)
 [0,0.239075)
 [0,0.239081)
 [0,0.239084)
 [0,0.239169)
 [0,0.239169)
 [0,0.239266)
 [0,0.239282)
 [0,0.239301)
 [0,0.239353)
 [0,0.239376)
 [0,0.239416)
 [0,0.23961)
 [0,0.239641)
 [0,0.239677)
 [0,0.23976)
 [0,0.24)
 [0,0.24001)
 [0,0.240067)
 [0,0.240169)
 [0,0.240416)
 [0,0.240416)
 [0,0.240454)
 [0,0.240585)
 [0,0.240753)
 [0,0.240776)
 [0,0.24084)
 [0,0.240958)
 [0,0.241008)
 [0,0.241015)
 [0,0.241019)
 [0,0.241133)
 [0,0.241133)
 [0,0.241168)
 [0,0.241183)
 [0,0.241205)
 [0,0.241404)
 [0,0.241473)
 [0,0.241514)
 [0,0.241537)
 [0,0.241549)
 [0,0.241599)
 [0,0.241611)
 [0,0.241754)
 [0,0.241853)
 [0,0.241878)
 [0,0.241944)
 [0,0.242002)
 [0,0.242033)
 [0,0.242074)
 [0,0.24225)
 [0,0.242266)
 [0,0.242324)
 [0,0.24239)
 [0,0.242491)
 [0,0.242662)
 [0,0.242738)
 [0,0.242745)
 [0,0.2428)
 [0,0.242835)
 [0,0.242835)
 [0,0.242837)
 [0,0.242866)
 [0,0.242893)
 [0,0.242893)
 [0,0.242943)
 [0,0.243023)
 [0,0.243074)
 [0,0.243074)
 [0,0.24309)
 [0,0.243115)
 [0,0.243187)
 [0,0.243189)
 [0,0.243214)
 [0,0.243249)
 [0,0.243387)
 [0,0.243496)
 [0,0.243526)
 [0,0.243577)
 [0,0.243594)
 [0,0.243977)
 [0,0.243994)
 [0,0.244002)
 [0,0.244051)
 [0,0.244182)
 [0,0.244297)
 [0,0.244401)
 [0,0.244495)
 [0,0.244591)
 [0,0.244641)
 [0,0.244641)
 [0,0.244663)
 [0,0.244724)
 [0,0.244724)
 [0,0.244806)
 [0,0.244806)
 [0,0.244859)
 [0,0.244902)
 [0,0.245051)
 [0,0.245082)
 [0,0.245106)
 [0,0.245153)
 [0,0.245153)
 [0,0.24523)
 [0,0.245459)
 [0,0.245473)
 [0,0.245538)
 [0,0.245601)
 [0,0.245601)
 [0,0.245601)
 [0,0.245703)
 [0,0.24588)
 [0,0.245898)
 [0,0.246077)
 [0,0.24609)
 [0,0.246108)
 [0,0.246132)
 [0,0.246197)
 [0,0.246455)
 [0,0.246455)
 [0,0.246473)
 [0,0.246595)
 [0,0.246595)
 [0,0.246662)
 [0,0.246716)
 [0,0.246739)
 [0,0.24684)
 [0,0.246895)
 [0,0.247)
 [0,0.247008)
 [0,0.247032)
 [0,0.247051)
 [0,0.247073)
 [0,0.247227)
 [0,0.247251)
 [0,0.247316)
 [0,0.247342)
 [0,0.247407)
 [0,0.247524)
 [0,0.247631)
 [0,0.247695)
 [0,0.24773)
 [0,0.247758)
 [0,0.247776)
 [0,0.247814)
 [0,0.248018)
 [0,0.24805)
 [0,0.248169)
 [0,0.248204)
 [0,0.248214)
 [0,0.248244)
 [0,0.248284)
 [0,0.248421)
 [0,0.248485)
 [0,0.248584)
 [0,0.248584)
 [0,0.248622)
 [0,0.248646)
 [0,0.248654)
 [0,0.248809)
 [0,0.248864)
 [0,0.248887)
 [0,0.248888)
 [0,0.248888)
 [0,0.248966)
 [0,0.249018)
 [0,0.249018)
 [0,0.249032)
 [0,0.249159)
 [0,0.24916)
 [0,0.249161)
 [0,0.249353)
 [0,0.249369)
 [0,0.249479)
 [0,0.249506)
 [0,0.249552)
 [0,0.249576)
 [0,0.249576)
 [0,0.24961)
 [0,0.249658)
 [0,0.24969)
 [0,0.24984)
 [0,0.24984)
 [0,0.249928)
 [0,0.24997)
 [0,0.249994)
 [0,0.25)
 [0,0.25)
 [0,0.25006)
 [0,0.250138)
 [0,0.25014)
 [0,0.250162)
 [0,0.250162)
 [0,0.25017)
 [0,0.250194)
 [0,0.250204)
 [0,0.250242)
 [0,0.250332)
 [0,0.250338)
 [0,0.25044)
 [0,0.25045)
 [0,0.250503)
 [0,0.25054)
 [0,0.250639)
 [0,0.250647)
 [0,0.250715)
 [0,0.250721)
 [0,0.25088)
 [0,0.25089)
 [0,0.251018)
 [0,0.251032)
 [0,0.251086)
 [0,0.251149)
 [0,0.251199)
 [0,0.251247)
 [0,0.251247)
 [0,0.251287)
 [0,0.25134)
 [0,0.2514)
 [0,0.251436)
 [0,0.251448)
 [0,0.251468)
 [0,0.251478)
 [0,0.251509)
 [0,0.251531)
 [0,0.251603)
 [0,0.251645)
 [0,0.251645)
 [0,0.25173)
 [0,0.251873)
 [0,0.251873)
 [0,0.251873)
 [0,0.251883)
 [0,0.251925)
 [0,0.251962)
 [0,0.252002)
 [0,0.252004)
 [0,0.252004)
 [0,0.25201)
 [0,0.252032)
 [0,0.252115)
 [0,0.252145)
 [0,0.252163)
 [0,0.252242)
 [0,0.252295)
 [0,0.252343)
 [0,0.252517)
 [0,0.252668)
 [0,0.25267)
 [0,0.252771)
 [0,0.252881)
 [0,0.252945)
 [0,0.252958)
 [0,0.253032)
 [0,0.253049)
 [0,0.253126)
 [0,0.253158)
 [0,0.25316)
 [0,0.25316)
 [0,0.253292)
 [0,0.253298)
 [0,0.25334)
 [0,0.25334)
 [0,0.253356)
 [0,0.253433)
 [0,0.25345)
 [0,0.253513)
 [0,0.253551)
 [0,0.253551)
 [0,0.253568)
 [0,0.253618)
 [0,0.253663)
 [0,0.253718)
 [0,0.253744)
 [0,0.253775)
 [0,0.25387)
 [0,0.253994)
 [0,0.254002)
 [0,0.254008)
 [0,0.254012)
 [0,0.254032)
 [0,0.254071)
 [0,0.254097)
 [0,0.254097)
 [0,0.254118)
 [0,0.25412)
 [0,0.254126)
 [0,0.254191)
 [0,0.25426)
 [0,0.254283)
 [0,0.254283)
 [0,0.254333)
 [0,0.254342)
 [0,0.254442)
 [0,0.254545)
 [0,0.254609)
 [0,0.254656)
 [0,0.2547)
 [0,0.254772)
 [0,0.25488)
 [0,0.254892)
 [0,0.254892)
 [0,0.254939)
 [0,0.254951)
 [0,0.255002)
 [0,0.255016)
 [0,0.255031)
 [0,0.255039)
 [0,0.255049)
 [0,0.255157)
 [0,0.25518)
 [0,0.255219)
 [0,0.255314)
 [0,0.255331)
 [0,0.255363)
 [0,0.255384)
 [0,0.255392)
 [0,0.255415)
 [0,0.255441)
 [0,0.255476)
 [0,0.255548)
 [0,0.255635)
 [0,0.255666)
 [0,0.255705)
 [0,0.255726)
 [0,0.255765)
 [0,0.255765)
 [0,0.255785)
 [0,0.255861)
 [0,0.255891)
 [0,0.255895)
 [0,0.255971)
 [0,0.255994)
 [0,0.256008)
 [0,0.256008)
 [0,0.256018)
 [0,0.256049)
 [0,0.256088)
 [0,0.256096)
 [0,0.256222)
 [0,0.256223)
 [0,0.25626)
 [0,0.2565)
 [0,0.256517)
 [0,0.256533)
 [0,0.256603)
 [0,0.256689)
 [0,0.256704)
 [0,0.256751)
 [0,0.25678)
 [0,0.256798)
 [0,0.256891)
 [0,0.257002)
 [0,0.257029)
 [0,0.257109)
 [0,0.257117)
 [0,0.257148)
 [0,0.257266)
 [0,0.257381)
 [0,0.257391)
 [0,0.25742)
 [0,0.257472)
 [0,0.257474)
 [0,0.257484)
 [0,0.257498)
 [0,0.257624)
 [0,0.25763)
 [0,0.257721)
 [0,0.257769)
 [0,0.257783)
 [0,0.2578)
 [0,0.2578)
 [0,0.257847)
 [0,0.25787)
 [0,0.257948)
 [0,0.257963)
 [0,0.258017)
 [0,0.258074)
 [0,0.258095)
 [0,0.258213)
 [0,0.258234)
 [0,0.258306)
 [0,0.258443)
 [0,0.258444)
 [0,0.258496)
 [0,0.258745)
 [0,0.258745)
 [0,0.258799)
 [0,0.258805)
 [0,0.258817)
 [0,0.258823)
 [0,0.258898)
 [0,0.258956)
 [0,0.258961)
 [0,0.259)
 [0,0.259023)
 [0,0.259046)
 [0,0.259048)
 [0,0.259048)
 [0,0.259083)
 [0,0.25911)
 [0,0.259193)
 [0,0.259268)
 [0,0.259347)
 [0,0.259357)
 [0,0.259422)
 [0,0.259471)
 [0,0.25948)
 [0,0.259625)
 [0,0.259625)
 [0,0.259725)
 [0,0.259788)
 [0,0.259788)
 [0,0.259788)
 [0,0.259881)
 [0,0.259915)
 [0,0.26)
 [0,0.260035)
 [0,0.260048)
 [0,0.260048)
 [0,0.260069)
 [0,0.2601)
 [0,0.260192)
 [0,0.260192)
 [0,0.260204)
 [0,0.26021)
 [0,0.260225)
 [0,0.260277)
 [0,0.26034)
 [0,0.260377)
 [0,0.260432)
 [0,0.26045)
 [0,0.2605)
 [0,0.2605)
 [0,0.260509)
 [0,0.260526)
 [0,0.260538)
 [0,0.260664)
 [0,0.260665)
 [0,0.26068)
 [0,0.260739)
 [0,0.260739)
 [0,0.260762)
 [0,0.260768)
 [0,0.260824)
 [0,0.260837)
 [0,0.260837)
 [0,0.260895)
 [0,0.26091)
 [0,0.260923)
 [0,0.260931)
 [0,0.260969)
 [0,0.261038)
 [0,0.261078)
 [0,0.261169)
 [0,0.261191)
 [0,0.261199)
 [0,0.261205)
 [0,0.261237)
 [0,0.261268)
 [0,0.261276)
 [0,0.261297)
 [0,0.261306)
 [0,0.261369)
 [0,0.261396)
 [0,0.261429)
 [0,0.261481)
 [0,0.261544)
 [0,0.261559)
 [0,0.261559)
 [0,0.261627)
 [0,0.261645)
 [0,0.261696)
 [0,0.261704)
 [0,0.261721)
 [0,0.261725)
 [0,0.261748)
 [0,0.261773)
 [0,0.261811)
 [0,0.261817)
 [0,0.261844)
 [0,0.261859)
 [0,0.261874)
 [0,0.261964)
 [0,0.262084)
 [0,0.262084)
 [0,0.262101)
 [0,0.262103)
 [0,0.262132)
 [0,0.262185)
 [0,0.262191)
 [0,0.262195)
 [0,0.262231)
 [0,0.262252)
 [0,0.262256)
 [0,0.262406)
 [0,0.262429)
 [0,0.262488)
 [0,0.262551)
 [0,0.262612)
 [0,0.262652)
 [0,0.26268)
 [0,0.262688)
 [0,0.262688)
 [0,0.262688)
 [0,0.262757)
 [0,0.262772)
 [0,0.262774)
 [0,0.26284)
 [0,0.262992)
 [0,0.262992)
 [0,0.263139)
 [0,0.263154)
 [0,0.263321)
 [0,0.263348)
 [0,0.263402)
 [0,0.263403)
 [0,0.26341)
 [0,0.263441)
 [0,0.263469)
 [0,0.263473)
 [0,0.263486)
 [0,0.263492)
 [0,0.263623)
 [0,0.263651)
 [0,0.263655)
 [0,0.263712)
 [0,0.263765)
 [0,0.263782)
 [0,0.263788)
 [0,0.263826)
 [0,0.263837)
 [0,0.263837)
 [0,0.263898)
 [0,0.263928)
 [0,0.263949)
 [0,0.264017)
 [0,0.264017)
 [0,0.264038)
 [0,0.264186)
 [0,0.264201)
 [0,0.264307)
 [0,0.264426)
 [0,0.264439)
 [0,0.26456)
 [0,0.26466)
 [0,0.264751)
 [0,0.264825)
 [0,0.264885)
 [0,0.26497)
 [0,0.265006)
 [0,0.265017)
 [0,0.265126)
 [0,0.265181)
 [0,0.265198)
 [0,0.265198)
 [0,0.265211)
 [0,0.265239)
 [0,0.265243)
 [0,0.265243)
 [0,0.265324)
 [0,0.265415)
 [0,0.265515)
 [0,0.26558)
 [0,0.265601)
 [0,0.265708)
 [0,0.265754)
 [0,0.265819)
 [0,0.265831)
 [0,0.265949)
 [0,0.266008)
 [0,0.266102)
 [0,0.266113)
 [0,0.26612)
 [0,0.266152)
 [0,0.26619)
 [0,0.266257)
 [0,0.266282)
 [0,0.266293)
 [0,0.26631)
 [0,0.26631)
 [0,0.266312)
 [0,0.266317)
 [0,0.266391)
 [0,0.2664)
 [0,0.266443)
 [0,0.266453)
 [0,0.266475)
 [0,0.266481)
 [0,0.266541)
 [0,0.266543)
 [0,0.266558)
 [0,0.266603)
 [0,0.266661)
 [0,0.266663)
 [0,0.266693)
 [0,0.266811)
 [0,0.266813)
 [0,0.266833)
 [0,0.266833)
 [0,0.266835)
 [0,0.266895)
 [0,0.266903)
 [0,0.266918)
 [0,0.266987)
 [0,0.266993)
 [0,0.266993)
 [0,0.267)
 [0,0.267032)
 [0,0.267081)
 [0,0.267254)
 [0,0.267328)
 [0,0.267329)
 [0,0.267346)
 [0,0.267372)
 [0,0.267419)
 [0,0.267442)
 [0,0.267479)
 [0,0.267479)
 [0,0.267486)
 [0,0.267569)
 [0,0.267606)
 [0,0.26766)
 [0,0.267711)
 [0,0.267726)
 [0,0.267808)
 [0,0.267839)
 [0,0.267854)
 [0,0.26786)
 [0,0.267944)
 [0,0.267959)
 [0,0.267972)
 [0,0.268034)
 [0,0.268067)
 [0,0.268151)
 [0,0.268157)
 [0,0.268263)
 [0,0.268287)
 [0,0.268302)
 [0,0.268308)
 [0,0.268328)
 [0,0.268365)
 [0,0.268366)
 [0,0.268419)
 [0,0.268466)
 [0,0.268477)
 [0,0.268509)
 [0,0.268539)
 [0,0.268561)
 [0,0.268561)
 [0,0.26865)
 [0,0.268694)
 [0,0.268715)
 [0,0.268732)
 [0,0.268793)
 [0,0.268812)
 [0,0.268812)
 [0,0.268821)
 [0,0.268883)
 [0,0.268883)
 [0,0.268911)
 [0,0.268911)
 [0,0.268924)
 [0,0.268963)
 [0,0.268991)
 [0,0.269)
 [0,0.269002)
 [0,0.269017)
 [0,0.269017)
 [0,0.269032)
 [0,0.269058)
 [0,0.269067)
 [0,0.269073)
 [0,0.269082)
 [0,0.269091)
 [0,0.269091)
 [0,0.269111)
 [0,0.269134)
 [0,0.269136)
 [0,0.269151)
 [0,0.269228)
 [0,0.269258)
 [0,0.269296)
 [0,0.269401)
 [0,0.269475)
 [0,0.269537)
 [0,0.269537)
 [0,0.269565)
 [0,0.269615)
 [0,0.269616)
 [0,0.269617)
 [0,0.269696)
 [0,0.2697)
 [0,0.269704)
 [0,0.269742)
 [0,0.269774)
 [0,0.269785)
 [0,0.269816)
 [0,0.269874)
 [0,0.269883)
 [0,0.26992)
 [0,0.26992)
 [0,0.269943)
 [0,0.269948)
 [0,0.27)
 [0,0.270007)
 [0,0.270041)
 [0,0.270041)
 [0,0.270046)
 [0,0.270098)
 [0,0.270118)
 [0,0.270119)
 [0,0.270119)
 [0,0.270135)
 [0,0.270135)
 [0,0.270148)
 [0,0.270224)
 [0,0.270224)
 [0,0.270224)
 [0,0.270248)
 [0,0.270267)
 [0,0.270267)
 [0,0.270276)
 [0,0.270276)
 [0,0.270276)
 [0,0.270385)
 [0,0.270416)
 [0,0.270453)
 [0,0.270475)
 [0,0.27049)
 [0,0.270559)
 [0,0.270601)
 [0,0.27074)
 [0,0.27074)
 [0,0.270749)
 [0,0.270756)
 [0,0.270769)
 [0,0.270795)
 [0,0.270956)
 [0,0.270978)
 [0,0.271007)
 [0,0.27103)
 [0,0.27103)
 [0,0.271035)
 [0,0.271066)
 [0,0.271118)
 [0,0.271131)
 [0,0.271155)
 [0,0.271183)
 [0,0.271266)
 [0,0.271312)
 [0,0.271312)
 [0,0.271326)
 [0,0.271361)
 [0,0.271398)
 [0,0.2714)
 [0,0.271464)
 [0,0.271503)
 [0,0.271529)
 [0,0.271531)
 [0,0.271533)
 [0,0.271562)
 [0,0.271562)
 [0,0.271562)
 [0,0.271621)
 [0,0.271647)
 [0,0.271649)
 [0,0.27167)
 [0,0.27168)
 [0,0.271693)
 [0,0.271742)
 [0,0.271743)
 [0,0.271752)
 [0,0.271823)
 [0,0.271831)
 [0,0.271884)
 [0,0.27193)
 [0,0.271936)
 [0,0.272)
 [0,0.272039)
 [0,0.272061)
 [0,0.272061)
 [0,0.272061)
 [0,0.272117)
 [0,0.272118)
 [0,0.272121)
 [0,0.272132)
 [0,0.272237)
 [0,0.272237)
 [0,0.272259)
 [0,0.27236)
 [0,0.27236)
 [0,0.272369)
 [0,0.272369)
 [0,0.272371)
 [0,0.272391)
 [0,0.272391)
 [0,0.272406)
 [0,0.272426)
 [0,0.272443)
 [0,0.272465)
 [0,0.27247)
 [0,0.272472)
 [0,0.272485)
 [0,0.272523)
 [0,0.272523)
 [0,0.272606)
 [0,0.272606)
 [0,0.272721)
 [0,0.272738)
 [0,0.2728)
 [0,0.272826)
 [0,0.272826)
 [0,0.272837)
 [0,0.272883)
 [0,0.272905)
 [0,0.272947)
 [0,0.272947)
 [0,0.272969)
 [0,0.272971)
 [0,0.273)
 [0,0.273002)
 [0,0.273002)
 [0,0.273007)
 [0,0.273057)
 [0,0.273066)
 [0,0.27309)
 [0,0.27313)
 [0,0.273198)
 [0,0.27321)
 [0,0.273212)
 [0,0.273247)
 [0,0.273271)
 [0,0.2733)
 [0,0.273344)
 [0,0.273381)
 [0,0.273381)
 [0,0.273426)
 [0,0.273437)
 [0,0.273468)
 [0,0.273468)
 [0,0.273514)
 [0,0.273542)
 [0,0.273543)
 [0,0.273562)
 [0,0.273586)
 [0,0.273622)
 [0,0.273642)
 [0,0.273642)
 [0,0.273651)
 [0,0.273659)
 [0,0.27366)
 [0,0.273701)
 [0,0.273715)
 [0,0.273724)
 [0,0.273724)
 [0,0.273761)
 [0,0.273766)
 [0,0.273767)
 [0,0.273788)
 [0,0.273856)
 [0,0.273907)
 [0,0.273923)
 [0,0.273923)
 [0,0.273942)
 [0,0.273995)
 [0,0.273996)
 [0,0.274002)
 [0,0.274089)
 [0,0.274148)
 [0,0.27417)
 [0,0.274192)
 [0,0.274221)
 [0,0.274221)
 [0,0.274221)
 [0,0.274221)
 [0,0.274221)
 [0,0.274235)
 [0,0.274235)
 [0,0.274235)
 [0,0.274235)
 [0,0.274235)
 [0,0.274274)
 [0,0.274315)
 [0,0.274345)
 [0,0.27441)
 [0,0.274467)
 [0,0.274489)
 [0,0.274532)
 [0,0.274591)
 [0,0.274614)
 [0,0.274634)
 [0,0.274643)
 [0,0.274652)
 [0,0.274696)
 [0,0.274711)
 [0,0.274767)
 [0,0.274854)
 [0,0.274855)
 [0,0.274869)
 [0,0.274875)
