point cloud with 15251 points in dimension 3
value range: [0.173073,153.854]
sparse distance matrix with 15251 points and 5915/116296500 entries
persistence intervals in dim 0:
 [0,0.173073)
 [0,0.193569)
 [0,0.211152)
 [0,0.215947)
 [0,0.226374)
 [0,0.229811)
 [0,0.230098)
 [0,0.230638)
 [0,0.239385)
 [0,0.246272)
 [0,0.259357)
 [0,0.2596)
 [0,0.259625)
 [0,0.266918)
 [0,0.271647)
 [0,0.275589)
 [0,0.276134)
 [0,0.276147)
 [0,0.277218)
 [0,0.277346)
 [0,0.278002)
 [0,0.278347)
 [0,0.278706)
 [0,0.278857)
 [0,0.279016)
 [0,0.279873)
 [0,0.281007)
 [0,0.281043)
 [0,0.281485)
 [0,0.282096)
 [0,0.282214)
 [0,0.282719)
 [0,0.283734)
 [0,0.285049)
 [0,0.285077)
 [0,0.286582)
 [0,0.287587)
 [0,0.288507)
 [0,0.289166)
 [0,0.28969)
 [0,0.292104)
 [0,0.294608)
 [0,0.294679)
 [0,0.297039)
 [0,0.297321)
 [0,0.297357)
 [0,0.297532)
 [0,0.29852)
 [0,0.299152)
 [0,0.300042)
 [0,0.3022)
 [0,0.302979)
 [0,0.303134)
 [0,0.303995)
 [0,0.304021)
 [0,0.304238)
 [0,0.304385)
 [0,0.304547)
 [0,0.304731)
 [0,0.305197)
 [0,0.306193)
 [0,0.30678)
 [0,0.306863)
 [0,0.307688)
 [0,0.307787)
 [0,0.307859)
 [0,0.307995)
 [0,0.308501)
 [0,0.310807)
 [0,0.310871)
 [0,0.311238)
 [0,0.311437)
 [0,0.312335)
 [0,0.312474)
 [0,0.312698)
 [0,0.313383)
 [0,0.313413)
 [0,0.313696)
 [0,0.313823)
 [0,0.314159)
 [0,0.315297)
 [0,0.315484)
 [0,0.315674)
 [0,0.316812)
 [0,0.317006)
 [0,0.31919)
 [0,0.319564)
 [0,0.319758)
 [0,0.319758)
 [0,0.319908)
 [0,0.320225)
 [0,0.320358)
 [0,0.320495)
 [0,0.320632)
 [0,0.320894)
 [0,0.321111)
 [0,0.321885)
 [0,0.3223)
 [0,0.322368)
 [0,0.322405)
 [0,0.32313)
 [0,0.323364)
 [0,0.323447)
 [0,0.323798)
 [0,0.32389)
 [0,0.323904)
 [0,0.324006)
 [0,0.324076)
 [0,0.324119)
 [0,0.32423)
 [0,0.324826)
 [0,0.325098)
 [0,0.325652)
 [0,0.325719)
