point cloud with 81081 points in dimension 3
value range: [0.00282822,274.684]
sparse distance matrix with 81081 points and 109906/3287064280 entries
persistence intervals in dim 0:
 [0,0.00282822)
 [0,0.00921937)
 [0,0.0148662)
 [0,0.017464)
 [0,0.0192353)
 [0,0.0228036)
 [0,0.0232596)
 [0,0.0233455)
 [0,0.0310001)
 [0,0.0384188)
 [0,0.0389487)
 [0,0.0415934)
 [0,0.0442832)
 [0,0.0474238)
 [0,0.0482596)
 [0,0.0571403)
 [0,0.0592115)
 [0,0.0596153)
 [0,0.0600083)
 [0,0.0609999)
 [0,0.0641248)
 [0,0.0657954)
 [0,0.0666108)
 [0,0.0668881)
 [0,0.0673572)
 [0,0.0673572)
 [0,0.0681542)
 [0,0.0684688)
 [0,0.0686805)
 [0,0.0690653)
 [0,0.0695701)
 [0,0.0704557)
 [0,0.0705194)
 [0,0.0722772)
 [0,0.074686)
 [0,0.0765568)
 [0,0.0790569)
 [0,0.0822799)
 [0,0.0832947)
 [0,0.0859884)
 [0,0.0862151)
 [0,0.0863134)
 [0,0.086885)
 [0,0.0878463)
 [0,0.089185)
 [0,0.0904434)
 [0,0.0905539)
 [0,0.0943664)
 [0,0.094578)
 [0,0.0951893)
 [0,0.0952103)
 [0,0.0958801)
 [0,0.0965401)
 [0,0.0980817)
 [0,0.0984785)
 [0,0.0994785)
 [0,0.100569)
 [0,0.100717)
 [0,0.100901)
 [0,0.1014)
 [0,0.1014)
 [0,0.101828)
 [0,0.102927)
 [0,0.103446)
 [0,0.103942)
 [0,0.105119)
 [0,0.105603)
 [0,0.105603)
 [0,0.106151)
 [0,0.106508)
 [0,0.106677)
 [0,0.10685)
 [0,0.107615)
 [0,0.108632)
 [0,0.109005)
 [0,0.109202)
 [0,0.109458)
 [0,0.110018)
 [0,0.110023)
 [0,0.110136)
 [0,0.110168)
 [0,0.11039)
 [0,0.110644)
 [0,0.110788)
 [0,0.11086)
 [0,0.111611)
 [0,0.112045)
 [0,0.11261)
 [0,0.113159)
 [0,0.113548)
 [0,0.113745)
 [0,0.113899)
 [0,0.113952)
 [0,0.113991)
 [0,0.114018)
 [0,0.114022)
 [0,0.114039)
 [0,0.11652)
 [0,0.116619)
 [0,0.117631)
 [0,0.117924)
 [0,0.117953)
 [0,0.118983)
 [0,0.119269)
 [0,0.119507)
 [0,0.12)
 [0,0.120785)
 [0,0.120805)
 [0,0.120905)
 [0,0.12105)
 [0,0.121264)
 [0,0.121491)
 [0,0.121828)
 [0,0.122188)
 [0,0.122332)
 [0,0.122539)
 [0,0.122576)
 [0,0.123665)
 [0,0.123822)
 [0,0.124679)
 [0,0.124776)
 [0,0.124779)
 [0,0.125172)
 [0,0.125208)
 [0,0.12522)
 [0,0.1253)
 [0,0.125324)
 [0,0.125399)
 [0,0.125718)
 [0,0.125718)
 [0,0.126301)
 [0,0.126606)
 [0,0.126846)
 [0,0.127487)
 [0,0.128004)
 [0,0.128351)
 [0,0.128414)
 [0,0.129418)
 [0,0.130752)
 [0,0.1314)
 [0,0.132019)
 [0,0.132442)
 [0,0.132853)
 [0,0.133147)
